0.000000000000000000e+00,0.000000000000000000e+00,4.156499199999999874e-04
6.919662000000000035e-02,1.256637000000000004e+00,1.140615999999999896e-03
6.919661600000000246e-02,2.513274099999999844e+00,1.140615900000000078e-03
6.919662199999999930e-02,0.000000000000000000e+00,1.140616099999999930e-03
6.919661600000000246e-02,-2.513274099999999844e+00,1.140615900000000078e-03
6.919662000000000035e-02,-1.256637000000000004e+00,1.140615999999999896e-03
1.122097600000000056e-01,1.884955600000000064e+00,1.147670499999999894e-03
1.122097700000000003e-01,6.283184499999999728e-01,1.147670599999999928e-03
1.122097499999999970e-01,3.141592699999999905e+00,1.147670400000000077e-03
1.122097700000000003e-01,-6.283184499999999728e-01,1.147670599999999928e-03
1.122097600000000056e-01,-1.884955600000000064e+00,1.147670499999999894e-03
1.383936000000000055e-01,1.256637000000000004e+00,1.146100499999999894e-03
1.383936000000000055e-01,2.513274099999999844e+00,1.146100400000000076e-03
1.383936199999999950e-01,0.000000000000000000e+00,1.146100499999999894e-03
1.383936000000000055e-01,-2.513274099999999844e+00,1.146100400000000076e-03
1.383936000000000055e-01,-1.256637000000000004e+00,1.146100499999999894e-03
1.739209999999999923e-01,1.647877199999999931e+00,1.150626899999999952e-03
1.739209899999999975e-01,2.122033899999999917e+00,1.150626899999999952e-03
1.739210099999999870e-01,8.653968600000000455e-01,1.150626999999999987e-03
1.739210099999999870e-01,3.912401899999999877e-01,1.150626799999999918e-03
1.739209899999999975e-01,2.904514300000000215e+00,1.150626799999999918e-03
1.739209899999999975e-01,-2.904514300000000215e+00,1.150626799999999918e-03
1.739210099999999870e-01,-3.912401899999999877e-01,1.150626799999999918e-03
1.739210099999999870e-01,-8.653968600000000455e-01,1.150626999999999987e-03
1.739209899999999975e-01,-2.122033899999999917e+00,1.150626899999999952e-03
1.739209999999999923e-01,-1.647877199999999931e+00,1.150626899999999952e-03
2.075903000000000054e-01,1.256637100000000062e+00,1.144658399999999923e-03
2.075902900000000106e-01,2.513274099999999844e+00,1.144658300000000106e-03
2.075903000000000054e-01,0.000000000000000000e+00,1.144658200000000072e-03
2.075902900000000106e-01,-2.513274099999999844e+00,1.144658300000000106e-03
2.075903000000000054e-01,-1.256637100000000062e+00,1.144658399999999923e-03
2.259019300000000008e-01,1.884955600000000064e+00,1.174436299999999942e-03
2.259019300000000008e-01,6.283185300000000417e-01,1.174436299999999942e-03
2.259019100000000113e-01,3.141592699999999905e+00,1.174436399999999976e-03
2.259019300000000008e-01,-6.283185300000000417e-01,1.174436299999999942e-03
2.259019300000000008e-01,-1.884955600000000064e+00,1.174436100000000090e-03
2.396386400000000139e-01,1.538605699999999965e+00,1.174231200000000041e-03
2.396386500000000086e-01,9.746684100000000406e-01,1.174231399999999892e-03
2.396386299999999914e-01,2.231305400000000105e+00,1.174231399999999892e-03
2.396386299999999914e-01,2.795242800000000027e+00,1.174231399999999892e-03
2.396386400000000139e-01,2.819686699999999768e-01,1.174231200000000041e-03
2.396386400000000139e-01,-2.819686699999999768e-01,1.174231200000000041e-03
2.396386299999999914e-01,-2.795242800000000027e+00,1.174231399999999892e-03
2.396386299999999914e-01,-2.231305400000000105e+00,1.174231100000000007e-03
2.396386500000000086e-01,-9.746684100000000406e-01,1.174231399999999892e-03
2.396386400000000139e-01,-1.538605699999999965e+00,1.174231399999999892e-03
2.767871399999999871e-01,1.256637100000000062e+00,1.167365100000000103e-03
2.767871199999999976e-01,2.513274099999999844e+00,1.167365299999999955e-03
2.767871299999999923e-01,0.000000000000000000e+00,1.167365100000000103e-03
2.767871199999999976e-01,-2.513274099999999844e+00,1.167365199999999921e-03
2.767871399999999871e-01,-1.256637100000000062e+00,1.167365299999999955e-03
2.884346799999999988e-01,1.741462000000000065e+00,1.211439300000000021e-03
2.884346999999999883e-01,2.028448899999999888e+00,1.211439300000000021e-03
2.884346999999999883e-01,7.718119100000000454e-01,1.211439400000000055e-03
2.884346999999999883e-01,4.848249900000000112e-01,1.211439300000000021e-03
2.884346899999999936e-01,2.998099100000000128e+00,1.211439300000000021e-03
2.884346899999999936e-01,-2.998099299999999801e+00,1.211439300000000021e-03
2.884346899999999936e-01,-4.848251299999999930e-01,1.211439199999999987e-03
2.884346999999999883e-01,-7.718120600000000220e-01,1.211439300000000021e-03
2.884346700000000041e-01,-2.028449100000000005e+00,1.211439099999999953e-03
2.884346899999999936e-01,-1.741462199999999960e+00,1.211439199999999987e-03
3.101017200000000251e-01,1.476545999999999914e+00,1.179973900000000049e-03
3.101016899999999854e-01,1.036728000000000094e+00,1.179974000000000084e-03
3.101016899999999854e-01,2.293365000000000098e+00,1.179974299999999969e-03
3.101017200000000251e-01,2.733183100000000199e+00,1.179974000000000084e-03
3.101016999999999801e-01,2.199089499999999919e-01,1.179973900000000049e-03
3.101016799999999907e-01,-2.199090700000000120e-01,1.179974199999999935e-03
3.101016999999999801e-01,-2.733183200000000035e+00,1.179974400000000003e-03
3.101016999999999801e-01,-2.293365200000000215e+00,1.179973699999999981e-03
3.101017200000000251e-01,-1.036728099999999930e+00,1.179973900000000049e-03
3.101017099999999749e-01,-1.476546099999999972e+00,1.179974099999999901e-03
3.455552499999999805e-01,1.884955399999999948e+00,1.208939999999999928e-03
